,,,,  Consumer,,,,,Real,,Real,Earnings,,Earnings,,,Monthly,Real,,,,,,,
,S&P,,,Price,,Long,,,Total,,TR,Ratio,,Ratio,,Excess,Total,Total,10 Year,10 Year,Real 10 Year,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Return,Real,Scaled,P/E10 or,,TR P/E10 or,,CAPE,Bond,Bond,Annualized Stock,Annualized Bonds ,Excess Annualized ,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1988.08,263.70,9.38,22.38,119.00,1988.62,9.26,604.97,21.53,"192,804.93",51.34,"16,360.78",14.24,,17.52,,3.83%,1.03,15.28,14.55%,6.85%,7.70%,,,,
1988.09,268.00,9.46,22.73,119.80,1988.71,8.98,610.72,21.56,"195,212.92",51.80,"16,556.68",14.37,,17.65,,4.04%,1.02,15.57,13.82%,7.11%,6.70%,,,,
1988.1,277.40,9.55,23.07,120.20,1988.79,8.80,630.04,21.69,"201,965.29",52.40,"16,798.87",14.81,,18.17,,3.95%,1.00,15.82,13.55%,7.20%,6.35%,,,,
1988.11,271.00,9.64,23.42,120.30,1988.87,8.96,614.99,21.88,"197,726.05",53.14,"17,085.21",14.45,,17.69,,3.93%,1.00,15.76,14.98%,7.03%,7.95%,,,,
1988.12,276.50,9.75,23.75,120.50,1988.96,9.11,626.43,22.09,"201,995.94",53.81,"17,350.46",14.70,,17.98,,3.63%,1.01,15.69,15.20%,7.27%,7.94%,,,,
1989.01,285.40,9.81,24.16,121.10,1989.04,9.09,643.39,22.12,"208,059.24",54.47,"17,612.86",15.09,,18.43,,3.43%,1.00,15.76,15.40%,7.18%,8.22%,,,,
1989.02,294.00,9.90,24.56,121.60,1989.12,9.17,660.06,22.22,"214,046.19",55.14,"17,880.87",15.47,,18.86,,3.11%,1.00,15.73,15.05%,6.99%,8.06%,,,,
1989.03,292.70,10.01,24.96,122.30,1989.21,9.36,653.38,22.34,"212,483.86",55.72,"18,119.57",15.30,,18.62,,2.95%,1.02,15.57,15.44%,6.93%,8.51%,,,,
1989.04,302.30,10.09,25.05,123.10,1989.29,9.18,670.42,22.37,"218,632.98",55.55,"18,114.57",15.69,,19.06,,2.91%,1.03,15.77,15.50%,6.80%,8.70%,,,,
1989.05,313.90,10.19,25.13,123.80,1989.37,8.86,692.21,22.48,"226,349.69",55.42,"18,123.33",16.19,,19.63,,2.96%,1.05,16.13,15.09%,6.31%,8.78%,,,,
1989.06,323.70,10.37,25.22,124.10,1989.46,8.28,712.10,22.81,"233,473.73",55.48,"18,190.32",16.64,,20.15,,3.28%,1.02,16.84,14.67%,5.61%,9.05%,,,,
1989.07,331.90,10.42,24.71,124.40,1989.54,8.02,728.37,22.87,"239,435.80",54.23,"17,826.03",17.01,,20.56,,3.32%,1.00,17.21,14.85%,5.49%,9.36%,,,,
1989.08,346.60,10.55,24.20,124.60,1989.62,8.11,759.41,23.11,"250,272.19",53.02,"17,474.28",17.73,,21.39,,2.91%,1.00,17.19,13.88%,5.41%,8.47%,,,,
1989.09,347.30,10.73,23.69,125.00,1989.71,8.19,758.51,23.43,"250,618.75",51.74,"17,095.19",17.71,,21.33,,2.75%,1.02,17.16,13.74%,5.44%,8.29%,,,,
1989.1,347.40,10.80,23.43,125.60,1989.79,8.01,755.11,23.47,"250,139.50",50.92,"16,868.00",17.64,,21.21,,2.92%,1.02,17.40,13.59%,5.18%,8.41%,,,,
1989.11,340.20,10.92,23.16,125.90,1989.87,7.87,737.69,23.69,"245,025.44",50.23,"16,683.12",17.24,,20.70,,3.12%,1.01,17.65,14.61%,5.14%,9.46%,,,,
1989.12,348.60,11.06,22.87,126.10,1989.96,7.84,754.71,23.94,"251,340.00",49.51,"16,489.23",17.65,,21.15,,2.92%,0.98,17.77,14.63%,4.93%,9.70%,,,,
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,728.52,23.87,"243,279.08",48.19,"16,093.62",17.05,,20.41,,2.71%,0.99,17.26,14.96%,4.97%,9.99%,,,,
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,704.80,23.95,"236,024.76",47.09,"15,770.70",16.51,,19.74,,2.55%,1.00,17.00,14.95%,5.23%,9.72%,,,,
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,717.95,24.01,"241,101.18",45.97,"15,436.57",16.83,,20.10,,2.21%,0.99,16.89,15.05%,5.47%,9.59%,,,,
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,716.25,24.22,"241,205.80",45.61,"15,358.56",16.81,,20.06,,1.91%,1.01,16.76,15.21%,5.80%,9.40%,,,,
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,740.09,24.41,"249,919.72",45.21,"15,267.54",17.39,,20.72,,1.67%,1.03,16.88,14.45%,5.42%,9.04%,,,,
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,757.41,24.51,"256,458.93",44.68,"15,128.94",17.82,,21.21,,1.75%,1.01,17.23,14.46%,5.47%,8.99%,,,,
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,753.75,24.55,"255,913.12",44.84,"15,225.56",17.75,,21.10,,1.82%,0.99,17.29,14.55%,5.50%,9.05%,,,,
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,686.14,24.44,"233,648.42",44.77,"15,244.54",16.17,,19.21,,2.11%,1.00,16.94,15.71%,5.94%,9.77%,,,,
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,648.89,24.34,"221,655.61",44.73,"15,277.87",15.30,,18.17,,2.32%,1.02,16.77,16.13%,6.07%,10.06%,,,,
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,628.05,24.39,"215,230.69",44.18,"15,142.05",14.82,,17.59,,2.67%,1.03,16.98,15.83%,6.02%,9.81%,,,,
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,643.31,24.51,"221,160.84",43.81,"15,062.49",15.19,,18.02,,2.77%,1.03,17.44,15.42%,5.79%,9.63%,,,,
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,670.78,24.67,"231,309.10",43.54,"15,014.86",15.85,,18.80,,2.71%,1.01,17.93,14.52%,5.94%,8.58%,,,,
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,660.18,24.56,"228,359.84",42.97,"14,861.95",15.61,,18.50,,2.78%,1.02,17.93,14.65%,5.98%,8.67%,,,,
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,733.67,24.53,"254,487.30",42.58,"14,771.24",17.35,,20.56,,2.28%,0.99,18.32,13.12%,5.81%,7.32%,,,,
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,752.84,24.49,"261,846.78",42.35,"14,728.35",17.82,,21.10,,1.82%,1.01,18.09,11.71%,6.14%,5.57%,,,,
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,766.67,24.49,"267,366.52",41.12,"14,339.61",18.16,,21.48,,1.73%,1.00,18.27,11.48%,5.82%,5.66%,,,,
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,761.01,24.44,"266,101.56",39.98,"13,978.94",18.04,,21.33,,1.68%,0.99,18.30,12.23%,5.60%,6.63%,,,,
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,759.37,24.39,"266,240.18",38.96,"13,660.74",18.02,,21.29,,1.42%,1.01,18.11,11.93%,5.83%,6.10%,,,,
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,762.14,24.44,"267,926.68",37.76,"13,275.49",18.10,,21.38,,1.30%,1.03,18.22,11.59%,5.87%,5.72%,,,,
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,778.24,24.46,"274,301.22",36.63,"12,912.02",18.51,,21.85,,1.50%,1.02,18.75,11.10%,5.83%,5.26%,,,,
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,770.46,24.43,"272,276.41",35.46,"12,530.90",18.36,,21.66,,1.74%,1.01,19.12,9.81%,5.82%,3.99%,,,,
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,768.70,24.35,"272,372.38",34.18,"12,111.52",18.35,,21.64,,1.86%,1.01,19.37,10.19%,5.90%,4.30%,,,,
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,764.57,24.22,"271,623.09",32.86,"11,674.26",18.29,,21.56,,1.98%,1.03,19.59,10.79%,5.77%,5.01%,,,,
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,769.14,24.15,"273,962.77",31.62,"11,261.45",18.44,,21.73,,2.24%,1.01,20.15,10.90%,5.19%,5.71%,,,,
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,822.53,24.20,"293,697.41",31.72,"11,326.85",19.77,,23.29,,1.92%,0.98,20.33,10.07%,5.16%,4.91%,,,,
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,812.63,24.19,"290,881.94",31.76,"11,367.99",19.58,,23.06,,1.66%,0.99,19.93,9.76%,5.47%,4.28%,,,,
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,798.35,24.14,"286,492.53",31.73,"11,386.28",19.28,,22.70,,1.60%,1.01,19.68,10.39%,5.29%,5.10%,,,,
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,797.31,24.11,"286,837.92",32.26,"11,605.10",19.30,,22.71,,1.63%,1.01,19.85,9.92%,5.24%,4.69%,,,,
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,810.63,24.08,"292,351.59",32.77,"11,816.91",19.66,,23.13,,1.54%,1.02,20.07,9.40%,5.21%,4.19%,,,,
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,795.00,23.99,"287,437.11",33.20,"12,003.83",19.32,,22.72,,1.67%,1.04,20.31,8.92%,5.31%,3.60%,,,,
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,806.48,23.98,"292,309.18",33.77,"12,240.29",19.62,,23.07,,1.98%,1.02,21.00,7.49%,5.22%,2.27%,,,,
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,809.77,23.96,"294,225.63",34.31,"12,467.96",19.72,,23.18,,2.21%,1.02,21.44,7.51%,5.34%,2.17%,,,,
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,808.54,23.96,"294,504.24",34.85,"12,695.60",19.71,,23.16,,2.39%,0.99,21.76,6.95%,5.53%,1.42%,,,,
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,794.17,23.85,"289,996.09",35.41,"12,928.55",19.37,,22.76,,2.31%,0.99,21.54,6.95%,5.60%,1.36%,,,,
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,812.93,23.81,"297,571.09",36.03,"13,188.16",19.83,,23.30,,1.95%,1.01,21.19,7.37%,5.71%,1.66%,,,,
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,838.13,23.84,"307,522.20",36.73,"13,475.80",20.45,,24.02,,1.93%,1.02,21.48,6.93%,5.64%,1.29%,,,,
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,833.23,23.76,"306,451.25",37.03,"13,617.55",20.32,,23.87,,2.16%,1.03,21.76,6.89%,5.48%,1.42%,,,,
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,842.67,23.75,"310,647.96",37.37,"13,777.66",20.55,,24.12,,2.48%,1.03,22.35,5.96%,5.28%,0.68%,,,,
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,855.81,23.73,"316,224.41",37.72,"13,937.03",20.86,,24.48,,2.72%,1.01,22.85,5.85%,5.09%,0.75%,,,,
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,840.02,23.69,"311,115.65",37.29,"13,811.60",20.46,,24.01,,2.78%,1.00,22.92,6.59%,4.99%,1.60%,,,,
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,842.96,23.68,"312,936.53",36.92,"13,705.25",20.52,,24.07,,2.65%,1.01,22.88,7.10%,5.39%,1.70%,,,,
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,847.10,23.67,"315,207.60",36.55,"13,598.54",20.61,,24.18,,2.69%,1.02,23.10,7.60%,5.52%,2.08%,,,,
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,845.65,23.67,"315,399.89",37.23,"13,884.11",20.56,,24.12,,2.81%,1.01,23.48,7.65%,4.80%,2.85%,,,,
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,856.21,23.60,"320,072.08",37.80,"14,131.30",20.81,,24.41,,2.88%,1.03,23.75,7.43%,4.27%,3.16%,,,,
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,864.05,23.56,"323,738.24",38.40,"14,387.90",20.99,,24.61,,3.12%,1.01,24.40,7.61%,4.14%,3.47%,,,,
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,869.23,23.50,"326,410.21",39.16,"14,705.70",21.11,,24.74,,3.14%,0.97,24.46,7.75%,4.15%,3.60%,,,,
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,866.74,23.52,"326,212.11",40.05,"15,074.16",21.04,,24.65,,2.75%,1.00,23.84,7.92%,4.48%,3.44%,,,,
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,872.47,23.56,"329,107.37",40.99,"15,461.23",21.16,,24.78,,2.66%,1.01,23.86,8.16%,4.54%,3.62%,,,,
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,883.23,23.57,"333,906.76",41.37,"15,641.50",21.41,,25.06,,2.60%,0.99,23.94,8.47%,4.59%,3.88%,,,,
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,877.59,23.57,"332,519.34",41.75,"15,818.11",21.26,,24.88,,2.39%,0.97,23.58,8.57%,4.79%,3.79%,,,,
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,860.20,23.57,"326,674.01",42.12,"15,995.27",20.83,,24.36,,2.00%,0.97,22.75,8.53%,5.35%,3.18%,,,,
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,828.33,23.62,"315,316.38",43.60,"16,596.71",20.06,,23.44,,1.66%,0.99,22.04,8.98%,5.23%,3.75%,,,,
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,834.56,23.68,"318,439.70",45.11,"17,210.86",20.20,,23.59,,1.39%,1.01,21.83,8.53%,5.00%,3.53%,,,,
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,838.99,23.68,"320,883.12",46.48,"17,778.63",20.29,,23.69,,1.45%,0.99,22.01,8.72%,4.91%,3.80%,,,,
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,830.41,23.68,"318,359.47",47.67,"18,273.58",20.07,,23.42,,1.29%,1.01,21.77,8.57%,5.28%,3.30%,,,,
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,850.60,23.64,"326,851.82",48.77,"18,742.02",20.54,,23.95,,1.24%,0.99,21.91,8.13%,5.43%,2.70%,,,,
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,853.29,23.61,"328,642.63",49.94,"19,234.63",20.58,,23.98,,0.99%,0.99,21.64,8.35%,5.70%,2.65%,,,,
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,846.97,23.76,"326,970.05",51.90,"20,035.12",20.40,,23.75,,0.73%,0.99,21.34,8.36%,5.85%,2.50%,,,,
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,840.73,23.88,"325,330.32",53.82,"20,824.92",20.21,,23.51,,0.57%,1.02,21.13,8.91%,5.91%,3.00%,,,,
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,830.12,24.02,"321,997.69",55.80,"21,646.19",19.91,,23.15,,0.79%,1.01,21.49,9.36%,5.78%,3.58%,,,,
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,845.07,23.94,"328,574.08",56.76,"22,069.73",20.22,,23.49,,0.77%,1.03,21.59,8.97%,5.75%,3.21%,,,,
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,871.87,23.84,"339,766.28",57.71,"22,490.34",20.80,,24.14,,0.93%,1.03,22.11,8.72%,5.52%,3.20%,,,,
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,889.24,23.75,"347,306.70",58.69,"22,923.72",21.15,,24.53,,1.12%,1.02,22.59,8.37%,4.97%,3.40%,,,,
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,912.84,23.80,"357,298.85",59.63,"23,338.77",21.64,,25.07,,1.14%,1.04,22.88,7.73%,4.94%,2.79%,,,,
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,939.56,23.87,"368,536.23",60.63,"23,782.94",22.20,,25.68,,1.43%,1.04,23.68,7.55%,4.79%,2.76%,,,,
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,965.54,23.92,"379,504.95",61.64,"24,226.12",22.72,,26.26,,1.78%,1.00,24.57,7.46%,4.56%,2.90%,,,,
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,997.79,24.06,"392,972.50",62.08,"24,451.06",23.38,,26.99,,1.53%,0.99,24.50,7.23%,4.42%,2.81%,,,,
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,998.29,24.12,"393,959.72",62.37,"24,612.35",23.28,,26.86,,1.34%,1.03,24.19,7.18%,4.47%,2.71%,,,,
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,1031.37,24.20,"407,809.78",62.69,"24,788.34",23.95,,27.59,,1.51%,1.02,24.79,6.71%,4.17%,2.54%,,,,
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,1035.39,24.25,"410,196.66",61.76,"24,469.72",23.93,,27.54,,1.66%,1.01,25.13,6.34%,3.83%,2.51%,,,,
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,1058.47,24.39,"420,148.14",61.08,"24,245.81",24.35,,28.00,,1.67%,1.02,25.48,6.59%,3.74%,2.85%,,,,
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1093.03,24.53,"434,674.65",60.40,"24,019.32",25.03,,28.75,,1.74%,1.01,26.04,6.50%,3.65%,2.84%,,,,
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1086.39,24.57,"432,849.55",60.09,"23,943.11",24.76,,28.42,,1.87%,0.99,26.13,6.62%,3.62%,3.00%,,,,
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1144.78,24.67,"456,933.06",59.95,"23,927.40",25.98,,29.78,,1.59%,0.97,25.86,6.02%,3.62%,2.40%,,,,
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1134.57,24.72,"453,678.98",59.69,"23,866.40",25.63,,29.36,,1.28%,0.99,24.98,6.19%,3.84%,2.35%,,,,
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1130.39,24.73,"452,831.22",59.96,"24,021.04",25.42,,29.10,,1.13%,0.99,24.58,6.21%,3.74%,2.46%,,,,
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1152.73,24.78,"462,609.98",60.35,"24,220.86",25.81,,29.52,,0.83%,0.99,24.25,5.84%,3.77%,2.07%,,,,
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1164.66,24.86,"468,229.18",60.82,"24,451.58",25.97,,29.67,,0.59%,1.01,24.08,5.40%,3.87%,1.53%,,,,
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1119.96,25.04,"451,094.87",61.34,"24,704.78",24.86,,28.38,,0.82%,1.02,24.24,5.84%,3.83%,2.01%,,,,
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1150.12,25.22,"464,090.22",61.85,"24,957.21",25.41,,28.99,,0.96%,0.99,24.74,5.76%,3.81%,1.95%,,,,
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1167.58,25.36,"471,989.44",62.28,"25,177.25",25.68,,29.27,,0.72%,1.03,24.46,5.90%,4.15%,1.75%,,,,
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1209.73,25.42,"489,885.46",63.65,"25,777.20",26.48,,30.16,,0.92%,1.03,25.05,5.94%,3.99%,1.95%,,,,
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1266.33,25.51,"513,666.07",65.10,"26,407.02",27.59,,31.38,,1.11%,1.00,25.75,5.66%,3.87%,1.79%,,,,
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1279.38,25.65,"519,825.61",66.67,"27,087.58",27.72,,31.51,,0.99%,0.98,25.69,5.75%,3.95%,1.80%,,,,
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1314.77,25.66,"535,075.37",67.32,"27,397.84",28.33,,32.17,,0.60%,1.02,25.23,5.48%,3.98%,1.50%,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1365.68,25.67,"556,664.58",67.97,"27,705.77",29.27,,33.19,,0.64%,0.99,25.58,5.18%,3.86%,1.32%,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1351.64,25.70,"551,812.85",68.66,"28,030.89",28.80,,32.64,,0.40%,0.99,25.15,4.91%,4.11%,0.80%,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1301.84,25.72,"532,358.75",68.75,"28,113.97",27.59,,31.23,,0.31%,1.02,24.90,5.65%,4.08%,1.57%,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1420.59,25.79,"581,795.78",68.97,"28,246.31",29.93,,33.84,,0.17%,1.02,25.39,5.00%,3.81%,1.19%,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1492.39,25.82,"612,082.52",69.06,"28,323.90",31.26,,35.31,,0.22%,1.03,25.90,4.49%,3.34%,1.15%,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1573.88,25.88,"646,387.94",69.02,"28,348.33",32.77,,36.97,,0.33%,1.00,26.53,3.98%,3.22%,0.76%,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1574.25,25.93,"647,429.15",68.95,"28,355.22",32.59,,36.73,,0.23%,1.01,26.46,3.54%,3.57%,-0.03%,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1586.91,25.96,"653,524.18",68.83,"28,344.35",32.67,,36.78,,0.29%,1.02,26.71,3.73%,3.61%,0.12%,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1606.87,25.99,"662,636.14",68.14,"28,098.64",32.90,,37.00,,0.44%,1.02,27.14,3.87%,3.45%,0.41%,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1587.17,26.11,"655,411.15",67.66,"27,940.55",32.34,,36.32,,0.63%,1.01,27.59,3.41%,3.57%,-0.16%,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1628.83,26.23,"673,516.09",67.23,"27,798.10",33.03,,37.06,,0.62%,1.03,27.91,3.26%,3.54%,-0.28%,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1627.48,26.27,"673,862.53",67.00,"27,741.85",32.86,,36.83,,0.90%,1.00,28.57,2.50%,3.58%,-1.08%,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,1726.28,26.31,"715,678.58",66.78,"27,683.66",34.71,,38.86,,0.70%,1.00,28.58,1.69%,3.58%,-1.89%,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,1812.44,26.32,"752,309.97",66.55,"27,623.99",36.30,,40.58,,0.47%,1.01,28.49,0.83%,3.75%,-2.92%,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,1868.52,26.46,"776,501.42",66.11,"27,472.87",37.28,,41.63,,0.37%,1.00,28.59,0.87%,3.54%,-2.67%,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,1858.73,26.58,"773,356.77",65.67,"27,322.36",36.96,,41.22,,0.37%,1.02,28.65,1.08%,3.29%,-2.21%,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,1856.40,26.71,"773,313.20",65.27,"27,189.00",36.80,,40.99,,0.50%,1.01,29.08,0.54%,2.88%,-2.34%,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,1934.74,26.79,"806,876.10",64.70,"26,982.40",38.26,,42.56,,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,1795.44,26.87,"749,713.81",64.13,"26,778.29",35.42,,39.36,,0.70%,1.05,29.63,0.42%,2.92%,-2.50%,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1703.16,26.93,"712,121.12",63.56,"26,576.16",33.53,,37.21,,1.34%,1.03,30.96,0.46%,2.69%,-2.23%,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1718.70,26.91,"719,555.83",63.20,"26,457.63",33.77,,37.44,,1.59%,0.98,31.70,-1.79%,2.48%,-4.27%,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,1905.08,26.94,"798,523.62",62.98,"26,400.48",37.37,,41.38,,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,1982.23,26.98,"831,804.04",62.81,"26,357.99",38.82,,42.93,,1.05%,1.00,31.66,-3.82%,4.06%,-7.88%,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2074.97,27.06,"871,668.44",63.03,"26,478.29",40.58,,44.81,,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2068.82,27.16,"870,032.72",63.32,"26,630.90",40.40,,44.56,,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2120.59,27.22,"892,759.50",63.50,"26,734.16",41.36,,45.55,,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2192.50,27.02,"923,982.11",64.49,"27,177.57",42.70,,46.97,,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2188.08,27.02,"923,068.92",65.93,"27,815.34",42.56,,46.75,,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2172.44,27.02,"917,421.89",67.38,"28,454.61",42.18,,46.27,,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2261.63,27.04,"956,038.75",68.78,"29,075.97",43.83,,48.01,,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2168.81,27.08,"917,755.64",70.22,"29,714.07",41.93,,45.87,,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2143.33,27.06,"907,924.22",71.48,"30,278.61",41.32,,45.15,,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2110.03,27.04,"894,773.34",73.63,"31,222.76",40.55,,44.26,,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2256.37,27.05,"957,787.01",75.86,"32,201.66",43.21,,47.09,,-0.77%,0.99,29.14,-3.13%,4.04%,-7.17%,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2317.49,27.07,"984,689.62",78.14,"33,200.23",44.20,,48.11,,-1.09%,0.98,28.75,-3.17%,4.06%,-7.23%,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2305.63,27.03,"980,606.58",79.40,"33,771.64",43.77,,47.59,,-1.52%,1.02,28.03,-3.03%,4.20%,-7.23%,,,,
